Age,Age_Group,Gender,Income,Total_Purchases,Total_Amount,High_Spender
48,41-50,Female,High,2,557.1115588,N
63,61+,Male,High,7,3143.451041,Y
48,41-50,Male,High,10,1083.543792,N
66,61+,Female,High,10,1675.558298,Y
54,51-60,Male,High,6,2027.895778,Y
35,31-40,Female,High,5,224.4737286,N
31,31-40,Female,High,1,403.0315446,N
51,51-60,Male,High,5,2095.040686,Y
31,31-40,Male,High,1,20.46258828,N
36,31-40,Male,High,4,1119.065647,N
66,61+,Male,High,9,1641.635952,Y
20,19-30,Male,High,5,1468.20093,Y
46,41-50,Female,High,9,3653.086688,Y
26,19-30,Female,High,6,2455.363431,Y
63,61+,Male,High,8,3220.908352,Y
58,51-60,Male,High,6,1871.037638,Y
46,41-50,Female,High,1,291.7159546,N
68,61+,Male,High,3,582.1499379,N
32,31-40,Female,High,4,1223.259985,N
33,31-40,Female,High,4,890.141861,N
69,61+,Female,High,3,997.848083,N
52,51-60,Female,High,2,778.0744745,N
29,19-30,Female,High,4,770.2404173,N
47,41-50,Male,High,7,2311.924771,Y
64,61+,Female,High,8,3565.965721,Y
35,31-40,Male,High,5,189.0531767,N
70,61+,Male,High,6,1599.472761,Y
40,41-50,Male,High,10,992.6632563,N
55,51-60,Female,High,3,881.1655072,N
45,41-50,Male,High,1,272.6812046,N
19,19-30,Male,High,5,1191.854551,N
47,41-50,Female,High,9,4366.466828,Y
68,61+,Female,High,6,932.4859253,N
57,51-60,Female,High,9,1699.229287,Y
27,19-30,Female,High,1,112.6280418,N
41,41-50,Female,High,9,3250.585659,Y
27,19-30,Male,High,7,1494.274665,Y
29,19-30,Male,High,6,308.7682501,N
40,41-50,Female,High,9,3968.170938,Y
54,51-60,Male,High,2,879.7932493,N
43,41-50,Male,High,4,551.1742638,N
58,51-60,Female,High,4,1942.139381,Y
62,61+,Female,High,2,971.4540629,N
36,31-40,Male,High,6,363.60251,N
18,19-30,Female,High,2,353.374249,N
44,41-50,Male,High,9,3295.827548,Y
46,41-50,Female,High,1,451.5290696,N
64,61+,Female,High,5,2408.075505,Y
27,19-30,Male,High,1,280.2247762,N
47,41-50,Male,High,2,508.0352771,N
43,41-50,Male,High,2,861.3776846,N
52,51-60,Female,High,5,875.8970095,N
20,19-30,Male,High,5,1536.278135,Y
41,41-50,Female,High,8,3520.499472,Y
46,41-50,Female,High,5,2418.548643,Y
61,61+,Male,High,6,2869.426559,Y
49,41-50,Female,High,2,968.7997133,N
45,41-50,Male,High,3,1393.207188,Y
60,61+,Female,High,1,460.8358893,N
33,31-40,Female,High,6,189.9622568,N
38,31-40,Male,High,7,2264.28098,Y
27,19-30,Male,High,5,318.9759338,N
53,51-60,Female,High,3,754.1600823,N
67,61+,Male,High,6,691.7611981,N
21,19-30,Female,High,7,2422.338919,Y
40,41-50,Male,High,3,1083.33247,N
50,51-60,Female,High,10,4568.265235,Y
58,51-60,Male,High,8,3811.130583,Y
42,41-50,Male,High,8,2942.908459,Y
68,61+,Male,High,8,2854.468344,Y
67,61+,Female,High,3,218.1038782,N
68,61+,Male,High,10,2956.685618,Y
37,31-40,Male,High,4,700.5740668,N
67,61+,Female,High,3,486.3076036,N
38,31-40,Female,High,1,195.7862038,N
22,19-30,Female,High,7,1625.89763,Y
50,51-60,Female,High,7,1387.392442,Y
21,19-30,Male,High,1,67.39816061,N
21,19-30,Female,High,1,35.45416225,N
21,19-30,Male,High,6,714.3644087,N
21,19-30,Female,High,9,316.6408717,N
21,19-30,Male,High,5,811.2729988,N
21,19-30,Female,High,9,451.3287606,N
21,19-30,Male,High,4,157.9895054,N
21,19-30,Male,High,9,738.3738661,N
21,19-30,Male,High,9,3606.589529,Y
21,19-30,Male,High,8,3738.315321,Y
21,19-30,Female,High,5,2264.389188,Y
21,19-30,Female,High,1,280.4790738,N
21,19-30,Male,High,2,795.8797075,N
21,19-30,Male,High,8,1823.441934,Y
21,19-30,Female,High,8,2560.067898,Y
21,19-30,Female,High,8,3804.741405,Y
21,19-30,Male,High,1,249.0400733,N
21,19-30,Male,High,10,4527.369557,Y
21,19-30,Female,High,3,856.9310517,N
21,19-30,Male,High,3,384.6609675,N
21,19-30,Male,High,7,2380.849282,Y
21,19-30,Male,High,8,1556.942847,Y
21,19-30,Female,High,9,2543.385092,Y
21,19-30,Female,High,9,836.0843384,N
21,19-30,Male,High,9,4473.94467,Y
21,19-30,Male,High,3,424.7679212,N
21,19-30,Male,High,9,3317.047039,Y
21,19-30,Female,High,9,2038.087564,Y
21,19-30,Female,High,3,1053.433299,N
21,19-30,Male,High,8,2859.341202,Y
21,19-30,Male,High,6,2585.402387,Y
21,19-30,Male,High,5,735.7118196,N
21,19-30,Female,High,10,3036.904666,Y
21,19-30,Female,High,7,612.5273963,N
21,19-30,Male,High,2,839.167167,N
21,19-30,Female,High,6,885.0719404,N
21,19-30,Female,High,4,295.0197458,N
21,19-30,Male,High,2,397.9609785,N
21,19-30,Female,High,5,1474.685704,Y
21,19-30,Female,High,10,4056.185004,Y
21,19-30,Male,High,4,1745.570227,Y
21,19-30,Female,High,2,39.7516252,N
21,19-30,Female,High,2,981.1904787,N
21,19-30,Female,High,8,1444.779273,Y
21,19-30,Male,High,9,2130.583777,Y
21,19-30,Male,High,1,348.7381851,N
21,19-30,Male,High,1,366.143735,N
21,19-30,Female,High,8,683.1486985,N
21,19-30,Female,High,4,468.1624585,N
21,19-30,Female,High,4,192.3893806,N
21,19-30,Male,High,2,960.8530407,N
21,19-30,Female,High,9,3716.605602,Y
21,19-30,Male,High,1,218.6328541,N
21,19-30,Male,High,1,450.5153101,N
21,19-30,Female,High,1,272.3365015,N
21,19-30,Male,High,10,3423.757645,Y
21,19-30,Male,High,3,758.1132263,N
21,19-30,Male,High,2,500.3973741,N
21,19-30,Male,High,3,1135.971366,N
21,19-30,Male,High,8,1186.768092,N
21,19-30,Female,High,8,987.2090476,N
21,19-30,Female,High,8,522.6361682,N
21,19-30,Male,High,10,3860.649656,Y
21,19-30,Male,High,6,249.0928771,N
21,19-30,Female,High,7,2417.675933,Y
21,19-30,Female,High,8,3422.118767,Y
21,19-30,Male,High,1,315.2827755,N
21,19-30,Male,High,2,626.5626736,N
21,19-30,Female,High,1,193.2196889,N
21,19-30,Female,High,5,541.0115392,N
21,19-30,Male,High,2,941.2441371,N
21,19-30,Female,High,4,1245.334672,N
21,19-30,Female,High,5,1785.270895,Y
21,19-30,Male,High,8,1020.249904,N
21,19-30,Female,High,5,210.3123779,N
21,19-30,Female,High,10,4491.517254,Y
21,19-30,Male,High,10,423.9742581,N
21,19-30,Male,High,3,1101.822109,N
21,19-30,Female,High,6,2564.168003,Y
21,19-30,Male,High,6,691.4172142,N
21,19-30,Male,High,5,2469.158681,Y
21,19-30,Male,High,8,1288.970417,N
21,19-30,Male,High,2,966.3427669,N
21,19-30,Male,High,6,1636.962026,Y
21,19-30,Female,High,8,3052.256159,Y
21,19-30,Female,High,5,543.9062861,N
21,19-30,Male,High,8,3239.756145,Y
21,19-30,Female,High,10,587.9584527,N
21,19-30,Male,High,3,416.8545732,N
21,19-30,Male,High,2,115.8453859,N
21,19-30,Female,High,2,259.1260835,N
21,19-30,Male,High,7,2885.973189,Y
21,19-30,Male,High,10,879.8085906,N
21,19-30,Male,High,7,374.1651764,N
21,19-30,Male,High,9,3256.193354,Y
21,19-30,Female,High,1,124.3224406,N
21,19-30,Female,High,6,2897.251285,Y
21,19-30,Male,High,9,2503.499136,Y
21,19-30,Male,High,5,1704.175184,Y
21,19-30,Female,High,5,1441.435583,Y
21,19-30,Male,High,6,1360.228575,N
21,19-30,Female,High,2,569.9683828,N
21,19-30,Female,High,10,1850.496037,Y
21,19-30,Male,High,1,385.8552351,N
21,19-30,Female,High,8,1776.971335,Y
21,19-30,Female,High,1,85.69431772,N
21,19-30,Male,High,4,1818.127868,Y
21,19-30,Male,High,1,233.9261271,N
21,19-30,Male,High,2,22.160207,N
21,19-30,Male,High,1,356.8165361,N
21,19-30,Male,High,9,1653.000278,Y
21,19-30,Male,High,2,775.6900415,N
21,19-30,Male,High,6,916.1834216,N
21,19-30,Female,High,3,701.3573642,N
21,19-30,Female,High,8,1611.45156,Y
21,19-30,Female,High,1,357.427766,N
21,19-30,Male,High,6,2382.712855,Y
21,19-30,Male,High,10,4031.414795,Y
21,19-30,Female,High,7,3030.842755,Y
21,19-30,Male,High,8,2443.377925,Y
21,19-30,Male,High,6,953.6498805,N
21,19-30,Male,High,6,1005.553051,N
21,19-30,Male,High,7,1954.237167,Y
21,19-30,Male,High,5,1161.53562,N
21,19-30,Male,High,7,1624.345775,Y
21,19-30,Male,High,7,1741.198214,Y
21,19-30,Male,High,2,449.4186538,N
21,19-30,Male,High,3,879.3383095,N
21,19-30,Female,High,7,627.2997521,N
21,19-30,Female,High,8,1549.668525,Y
21,19-30,Male,High,4,804.3789704,N
21,19-30,Female,High,4,858.6317422,N
21,19-30,Female,High,7,1748.349683,Y
21,19-30,Female,High,3,657.5249813,N
21,19-30,Male,High,3,1252.359982,N
21,19-30,Male,High,3,656.2229755,N
21,19-30,Female,High,5,1302.967261,N
21,19-30,Male,High,4,1980.925922,Y
21,19-30,Male,High,4,927.8392648,N
21,19-30,Male,High,3,571.1531862,N
21,19-30,Male,High,7,1865.016609,Y
21,19-30,Female,High,9,2318.863224,Y
21,19-30,Male,High,4,1108.671342,N
21,19-30,Female,High,1,314.2846624,N
21,19-30,Male,High,8,3059.149576,Y
21,19-30,Male,High,2,814.6406533,N
21,19-30,Male,High,3,1118.345241,N
21,19-30,Male,High,7,418.9855744,N
21,19-30,Male,High,3,1054.207296,N
21,19-30,Male,High,2,254.4680835,N
21,19-30,Male,High,2,141.4383736,N
21,19-30,Female,High,2,44.5949293,N
21,19-30,Male,High,9,1291.836894,N
21,19-30,Male,High,4,1534.582851,Y
21,19-30,Male,High,6,1331.168543,N
21,19-30,Male,High,3,450.4579764,N
21,19-30,Male,High,6,1537.863285,Y
21,19-30,Female,High,8,394.4414863,N
21,19-30,Female,High,1,157.1031801,N
21,19-30,Female,High,10,3729.77539,Y
21,19-30,Male,High,10,1320.427179,N
21,19-30,Male,High,2,380.5299583,N
21,19-30,Male,High,3,710.3311156,N
21,19-30,Female,High,6,412.4327248,N
21,19-30,Male,High,8,3110.670299,Y
21,19-30,Female,High,8,3796.381363,Y
21,19-30,Female,High,10,4370.553913,Y
21,19-30,Female,High,6,2509.947344,Y
21,19-30,Male,High,9,4474.795185,Y
21,19-30,Male,High,8,1352.760624,N
21,19-30,Female,High,2,381.5702538,N
21,19-30,Male,High,10,4234.836078,Y
21,19-30,Male,High,8,2618.068093,Y
21,19-30,Male,High,1,278.0393968,N
21,19-30,Female,High,2,448.4165513,N
21,19-30,Female,High,4,1895.611361,Y
21,19-30,Male,High,7,1148.490564,N
21,19-30,Male,High,4,562.4788024,N
21,19-30,Female,High,4,1228.903828,N
21,19-30,Male,High,10,928.9547415,N
21,19-30,Male,High,1,45.11420056,N
21,19-30,Female,High,2,185.8462429,N
21,19-30,Female,High,4,1231.649818,N
21,19-30,Male,High,5,117.6020174,N
21,19-30,Female,High,4,514.5507361,N
21,19-30,Female,High,3,355.3751838,N
21,19-30,Female,High,2,516.4533372,N
21,19-30,Female,High,5,1209.191154,N
21,19-30,Male,High,8,1231.295643,N
21,19-30,Male,High,5,388.3522883,N
21,19-30,Male,High,10,2748.60552,Y
21,19-30,Male,High,2,389.0545561,N
21,19-30,Female,High,5,293.7499357,N
21,19-30,Male,High,6,1748.769573,Y
21,19-30,Male,High,10,3045.444284,Y
21,19-30,Female,High,6,1270.111771,N
21,19-30,Female,High,5,527.6589428,N
21,19-30,Female,High,3,541.6495432,N
21,19-30,Male,High,1,79.91053629,N
21,19-30,Male,High,10,482.6689755,N
21,19-30,Male,High,7,288.451301,N
21,19-30,Male,High,4,1952.43183,Y
21,19-30,Male,High,8,1684.153917,Y
21,19-30,Male,High,4,777.3331422,N
21,19-30,Female,High,3,50.06500157,N
21,19-30,Male,High,6,2978.656927,Y
21,19-30,Female,High,3,429.4091708,N
21,19-30,Male,High,5,888.9055916,N
21,19-30,Female,High,10,4191.165541,Y
21,19-30,Male,High,1,55.78745677,N
21,19-30,Male,High,1,323.7757968,N
21,19-30,Female,High,10,4907.999165,Y
21,19-30,Male,High,6,477.8661374,N
21,19-30,Female,High,2,680.3581008,N
21,19-30,Male,High,5,1478.886026,Y
21,19-30,Male,High,8,2119.607551,Y
21,19-30,Female,High,8,1063.82327,N
21,19-30,Female,High,6,523.3146005,N
21,19-30,Male,High,9,1474.547748,Y
21,19-30,Male,High,8,2659.015211,Y
21,19-30,Male,High,3,975.5478063,N
21,19-30,Female,High,6,777.0663294,N
21,19-30,Male,High,1,481.9569418,N
21,19-30,Female,High,9,2134.485324,Y
21,19-30,Male,High,10,2684.254795,Y
21,19-30,Female,High,5,2005.637001,Y
21,19-30,Male,High,10,4681.171179,Y
21,19-30,Male,High,7,2580.442662,Y
21,19-30,Female,High,4,1666.518399,Y
21,19-30,Male,High,6,2281.6602,Y
21,19-30,Female,High,3,684.1137445,N
21,19-30,Male,High,8,3753.289806,Y
21,19-30,Female,High,1,161.007078,N
21,19-30,Male,High,10,550.4173293,N
21,19-30,Male,High,6,989.6584273,N
21,19-30,Female,High,1,96.42306753,N
21,19-30,Male,High,8,2306.702727,Y
21,19-30,Male,High,5,1327.611693,N
21,19-30,Male,High,3,825.6454242,N
21,19-30,Female,High,4,299.8590186,N
21,19-30,Male,High,2,664.1228821,N
21,19-30,Male,High,2,126.968603,N
21,19-30,Female,High,7,2380.677742,Y
21,19-30,Male,High,9,611.9437288,N
21,19-30,Male,High,5,1069.023758,N
21,19-30,Male,High,6,1347.96978,N
21,19-30,Female,High,7,908.421941,N
21,19-30,Male,High,2,568.8762772,N
21,19-30,Male,High,8,1809.627739,Y
21,19-30,Female,High,4,405.9238025,N
21,19-30,Male,High,9,3779.050915,Y
21,19-30,Female,High,4,1416.678388,Y
21,19-30,Female,High,9,4322.384056,Y
21,19-30,Male,High,1,469.2469822,N
21,19-30,Male,High,2,404.9978288,N
21,19-30,Male,High,5,1009.285701,N
21,19-30,Male,High,10,613.4968704,N
21,19-30,Male,High,1,177.0573105,N
21,19-30,Female,High,8,1275.060559,N
21,19-30,Male,High,3,1023.888513,N
21,19-30,Male,High,5,666.1124849,N
21,19-30,Female,High,6,2922.1956216,Y
21,19-30,Male,High,9,761.4035406,N
21,19-30,Female,High,4,462.7886057,N
21,19-30,Male,High,8,2316.762639,Y
21,19-30,Female,High,3,603.8224254,N
21,19-30,Male,High,8,1780.441888,Y
21,19-30,Female,High,1,226.7351357,N
21,19-30,Female,High,10,1367.547652,N
21,19-30,Female,High,3,1223.321909,N
21,19-30,Male,High,8,3414.933405,Y
21,19-30,Female,High,5,1617.936688,Y
21,19-30,Male,High,4,523.0090029,N
21,19-30,Female,High,6,2866.305231,Y
21,19-30,Male,High,2,373.9146074,N
21,19-30,Male,High,1,65.55842137,N
21,19-30,Female,High,8,3804.896701,Y
21,19-30,Female,High,4,1178.567163,N
21,19-30,Male,High,6,509.2705256,N
21,19-30,Female,High,4,1554.066051,Y
21,19-30,Male,High,7,2121.551964,Y
21,19-30,Male,High,10,208.9670171,N
21,19-30,Female,High,8,2554.820359,Y
21,19-30,Male,High,4,508.8541144,N
21,19-30,Female,High,9,1810.440842,Y
21,19-30,Female,High,4,1698.409298,Y
21,19-30,Male,High,4,1972.792485,Y
21,19-30,Male,High,4,1700.97487,Y
21,19-30,Female,High,1,472.7702089,N
21,19-30,Female,High,7,3057.973804,Y
21,19-30,Male,High,6,1912.797725,Y
21,19-30,Male,High,4,71.36156814,N
21,19-30,Female,High,9,3846.426124,Y
21,19-30,Male,High,7,3348.625968,Y
21,19-30,Female,High,8,3982.695363,Y
21,19-30,Male,High,6,2554.39762,Y
21,19-30,Male,High,3,313.6679995,N
21,19-30,Female,High,1,294.4423443,N
21,19-30,Male,High,3,852.8670517,N
21,19-30,Male,High,5,681.0166197,N
21,19-30,Male,High,7,2266.178237,Y
21,19-30,Female,High,5,1364.365438,N
21,19-30,Female,High,1,92.02527879,N
21,19-30,Male,High,2,556.0515453,N
21,19-30,Male,High,10,828.7603516,N
21,19-30,Female,High,10,3208.624799,Y
21,19-30,Female,High,9,2589.582209,Y
21,19-30,Female,High,9,1997.392119,Y
21,19-30,Male,High,7,3029.12902,Y
21,19-30,Male,High,4,595.3559464,N
21,19-30,Male,High,1,451.3709513,N
21,19-30,Male,High,1,214.6802381,N
21,19-30,Male,High,5,2024.162875,Y
21,19-30,Female,High,5,1994.621288,Y
21,19-30,Female,High,8,739.3082896,N
21,19-30,Female,High,6,1780.481972,Y
21,19-30,Female,High,10,3625.174906,Y
21,19-30,Female,High,6,1800.966645,Y
21,19-30,Female,High,3,1027.648544,N
21,19-30,Female,High,7,155.7707346,N
21,19-30,Female,High,4,333.7687273,N
21,19-30,Female,High,1,470.3711071,N
21,19-30,Male,High,3,484.5193799,N
21,19-30,Female,High,10,935.0064276,N
21,19-30,Male,High,9,3189.352368,Y
21,19-30,Female,High,1,80.12769636,N
21,19-30,Male,High,7,1871.665842,Y
21,19-30,Male,High,7,113.4859462,N
21,19-30,Male,High,9,978.1514702,N
21,19-30,Female,High,1,378.7510056,N
21,19-30,Female,High,9,4284.598281,Y
21,19-30,Male,High,3,664.8680751,N
21,19-30,Female,High,7,1734.714306,Y
21,19-30,Male,High,7,604.2307585,N
21,19-30,Male,High,5,1931.0038465,Y
21,19-30,Male,High,3,1189.321321,N
21,19-30,Male,High,8,3935.860919,Y
21,19-30,Female,High,6,910.814423,N
21,19-30,Male,High,7,3456.779281,Y
21,19-30,Female,High,7,1803.064997,Y
21,19-30,Female,High,1,215.4650623,N
21,19-30,Male,High,9,392.139402,N
21,19-30,Male,High,3,801.8650177,N
21,19-30,Female,High,10,4808.280236,Y
21,19-30,Female,High,10,1509.364289,Y
21,19-30,Male,High,3,1309.008924,N
21,19-30,Female,High,1,170.7883943,N
21,19-30,Female,High,10,1320.33306,N
21,19-30,Female,High,1,337.4032203,N
21,19-30,Male,High,10,2377.908857,Y
21,19-30,Male,High,1,436.7573659,N
21,19-30,Male,High,1,138.4056966,N
21,19-30,Female,High,8,1916.646542,Y
21,19-30,Female,High,10,3252.325889,Y
21,19-30,Male,High,5,311.9480437,N
21,19-30,Male,High,10,4805.146405,Y
21,19-30,Male,High,9,3353.088593,Y
21,19-30,Male,High,2,423.6863284,N
21,19-30,Male,High,6,2877.114756,Y
21,19-30,Female,High,7,1972.769026,Y
21,19-30,Female,High,2,991.7900532,N
21,19-30,Female,High,10,4437.428614,Y
21,19-30,Male,High,10,3438.72314,Y
21,19-30,Female,High,7,3281.269762,Y
21,19-30,Female,High,8,2841.19017,Y
21,19-30,Female,High,6,1982.222179,Y
21,19-30,Male,High,9,4438.773798,Y
21,19-30,Male,High,8,2792.045882,Y
21,19-30,Female,High,7,616.4233953,N
21,19-30,Male,High,4,1124.262176,N
21,19-30,Female,High,1,341.2957474,N
21,19-30,Male,High,4,691.8634931,N
21,19-30,Female,High,10,2092.711854,Y
21,19-30,Male,High,2,372.5228559,N
21,19-30,Male,High,2,580.9999441,N
21,19-30,Female,High,10,2921.743269,Y
21,19-30,Male,High,8,3954.121808,Y
21,19-30,Male,High,10,4227.905934,Y
21,19-30,Female,High,6,82.48157525,N
21,19-30,Male,High,3,133.7189356,N
21,19-30,Male,High,5,1624.739914,Y
21,19-30,Male,High,9,2640.331934,Y
21,19-30,Male,High,10,3085.113559,Y
21,19-30,Male,High,8,3875.126983,Y
21,19-30,Male,High,3,125.6966272,N
21,19-30,Male,High,10,1512.680753,Y
21,19-30,Male,High,4,1614.560379,Y
21,19-30,Female,High,1,399.9147022,N
21,19-30,Male,High,1,470.9881949,N
21,19-30,Male,High,10,1605.948689,Y
21,19-30,Female,High,1,200.94574,N
21,19-30,Female,High,6,810.0660837,N
21,19-30,Male,High,6,941.8945342,N
21,19-30,Male,High,1,206.757747,N
21,19-30,Female,High,4,1144.586059,N
21,19-30,Male,High,6,1905.372265,Y
21,19-30,Male,High,6,1596.937073,Y
21,19-30,Male,High,5,2395.907941,Y
21,19-30,Male,High,2,465.8330223,N
21,19-30,Female,High,8,3719.449729,Y
21,19-30,Female,High,4,976.5248371,N
21,19-30,Female,High,2,388.3527322,N
21,19-30,Female,High,4,1702.156757,Y
21,19-30,Male,High,5,306.7201033,N
21,19-30,Female,High,1,321.4614335,N
21,19-30,Male,High,8,1330.859954,N
21,19-30,Male,High,5,850.6197084,N
21,19-30,Male,High,8,1543.881757,Y
21,19-30,Male,High,10,848.2023876,N
21,19-30,Female,High,3,819.8677523,N
21,19-30,Male,High,1,450.8775186,N
21,19-30,Male,High,7,1991.244975,Y
21,19-30,Male,High,8,2735.169372,Y
21,19-30,Male,High,2,410.2284105,N
21,19-30,Female,High,9,3470.387988,Y
21,19-30,Female,High,10,1022.619006,N
21,19-30,Female,High,7,1914.058613,Y
21,19-30,Male,High,4,1369.835404,Y
21,19-30,Male,High,9,1153.823098,N
21,19-30,Male,High,5,2183.573078,Y
21,19-30,Female,High,8,3019.90206,Y
21,19-30,Female,High,2,626.7935754,N
21,19-30,Female,High,8,2133.162446,Y
21,19-30,Male,High,1,142.6914954,N
21,19-30,Female,High,1,232.0912853,N
21,19-30,Female,High,8,2173.23639,Y
21,19-30,Female,High,2,128.239636,N
21,19-30,Male,High,2,225.0818636,N
21,19-30,Male,High,4,1021.544858,N
21,19-30,Male,High,4,1467.646221,Y
21,19-30,Male,High,10,2620.834015,Y
21,19-30,Female,High,6,263.5049515,N
21,19-30,Female,High,1,368.1024989,N
21,19-30,Male,High,7,2627.782909,Y
21,19-30,Female,High,7,3348.676439,Y
21,19-30,Male,High,5,1024.330181,N
21,19-30,Female,High,7,873.6023306,N
21,19-30,Male,High,5,654.3144766,N
21,19-30,Male,High,8,2287.855709,Y
21,19-30,Male,High,5,1790.210132,Y
21,19-30,Female,High,1,23.86060795,N
21,19-30,Male,High,8,1505.579458,Y
21,19-30,Female,High,4,536.5170724,N
21,19-30,Female,High,3,263.9431548,N
21,19-30,Male,High,5,477.2496819,N
21,19-30,Male,High,9,692.3046049,N
21,19-30,Female,High,1,175.7699362,N
21,19-30,Male,High,3,1448.764071,Y
21,19-30,Female,High,10,3139.986206,Y
21,19-30,Female,High,3,1095.013716,N
21,19-30,Male,High,7,856.2636267,N
21,19-30,Female,High,10,1004.125808,N
21,19-30,Female,High,8,3348.182559,Y
21,19-30,Female,High,3,986.6887928,N
21,19-30,Male,High,10,4417.546033,Y
21,19-30,Male,High,2,303.3187982,N
21,19-30,Male,High,7,936.9098672,N
21,19-30,Female,High,4,1578.857044,Y
21,19-30,Male,High,6,2179.041796,Y
21,19-30,Male,High,3,1285.047405,N
21,19-30,Female,High,9,745.6483784,N
21,19-30,Male,High,8,1204.925479,N
21,19-30,Female,High,3,787.8327817,N
21,19-30,Male,High,3,155.2770505,N
21,19-30,Female,High,8,2115.676326,Y
21,19-30,Female,High,3,872.9186898,N
21,19-30,Female,High,5,1843.853969,Y
21,19-30,Female,High,6,1433.862917,Y
21,19-30,Male,High,4,678.4917867,N
21,19-30,Female,High,6,1617.215656,Y
21,19-30,Female,High,10,2753.549355,Y
21,19-30,Female,High,4,763.1211874,N
21,19-30,Female,High,2,34.54420926,N
21,19-30,Male,High,2,307.9370952,N
21,19-30,Male,High,9,1318.228121,N
21,19-30,Female,High,10,4452.140888,Y
21,19-30,Female,High,10,1569.889395,Y
21,19-30,Female,High,8,659.1498917,N
21,19-30,Female,High,2,419.4056385,N
21,19-30,Female,High,8,2334.879115,Y
21,19-30,Female,High,10,3863.973209,Y
21,19-30,Male,High,6,2802.604963,Y
21,19-30,Male,High,1,16.10467577,N
21,19-30,Female,High,1,165.0707945,N
21,19-30,Female,High,10,203.1560981,N
21,19-30,Male,High,8,1170.29159,N
21,19-30,Male,High,8,121.6738743,N
21,19-30,Male,High,6,1473.30597,Y
21,19-30,Male,High,5,1505.018516,Y
21,19-30,Male,High,5,391.3405173,N
21,19-30,Female,High,5,1755.926256,Y
21,19-30,Male,High,6,2905.632538,Y
21,19-30,Male,High,8,3526.966289,Y
21,19-30,Male,High,4,1168.763628,N
21,19-30,Male,High,8,2576.366978,Y
21,19-30,Female,High,10,2979.166295,Y
21,19-30,Male,High,1,323.1940949,N
21,19-30,Male,High,1,164.9244147,N
21,19-30,Male,High,5,2194.949979,Y
21,19-30,Male,High,10,3178.350121,Y
21,19-30,Male,High,9,4213.437309,Y
21,19-30,Male,High,7,2394.50197,Y
21,19-30,Male,High,8,2411.605627,Y
21,19-30,Male,High,6,327.4245914,N
21,19-30,Male,High,7,3047.545753,Y
21,19-30,Male,High,4,241.4139232,N
21,19-30,Female,High,6,1503.368741,Y
21,19-30,Male,High,5,1857.0605,Y
21,19-30,Male,High,4,992.696775,N
21,19-30,Male,High,10,2918.35621,Y
21,19-30,Male,High,6,235.5143412,N
21,19-30,Female,High,6,511.2736977,N
21,19-30,Female,High,5,1646.497566,Y
21,19-30,Female,High,8,1420.796165,Y
21,19-30,Female,High,5,721.374534,N
21,19-30,Female,High,10,384.3501436,N
21,19-30,Female,High,7,2442.752478,Y
21,19-30,Male,High,4,1183.081834,N
21,19-30,Female,High,8,841.2238058,N
21,19-30,Female,High,5,717.9788512,N
21,19-30,Male,High,2,76.64877155,N
21,19-30,Male,High,5,2083.023799,Y
21,19-30,Male,High,6,803.2190512,N
21,19-30,Male,High,9,1316.331626,N
21,19-30,Female,High,7,929.0513131,N
21,19-30,Male,High,9,1225.932179,N
21,19-30,Female,High,2,680.1494353,N
21,19-30,Male,High,5,416.6922664,N
21,19-30,Male,High,8,755.3420271,N
21,19-30,Male,High,2,226.6891456,N
21,19-30,Male,High,7,3168.475085,Y
21,19-30,Female,High,6,2191.078071,Y
21,19-30,Male,High,9,113.7194589,N
21,19-30,Female,High,5,387.7333962,N
21,19-30,Male,High,4,1027.054897,N
21,19-30,Female,High,3,828.7622651,N
21,19-30,Female,High,3,1483.938761,Y
21,19-30,Female,High,4,1796.810455,Y
21,19-30,Male,High,3,1409.213961,Y
21,19-30,Male,High,8,2195.286651,Y
21,19-30,Female,High,7,2867.907699,Y
21,19-30,Male,High,3,1015.149357,N
21,19-30,Male,High,7,710.532168,N
21,19-30,Female,High,6,484.5169008,N
21,19-30,Male,High,2,641.342982,N
21,19-30,Male,High,8,1350.461977,N
21,19-30,Male,High,2,803.2216116,N
21,19-30,Male,High,5,1820.483114,Y
21,19-30,Female,High,5,797.9591999,N
21,19-30,Female,High,10,4535.663417,Y
21,19-30,Female,High,10,4502.564757,Y
